shipment_id,Route,origin,destination,status,cost,carrier,transport_mode,weight_kg,weather_condition,priority,carbon_emissions_kg,risk_score,dispatch_date,expected_date,delivery_date
TRK-549115,Los Angeles → Singapore,Los Angeles,Singapore,Delivered,783.46,Hapag-Lloyd,Sea,2172.70,Clear,Standard,110807.70,10,2026-02-19,2026-03-25,2026-03-24
TRK-163927,Toronto → Chicago,Toronto,Chicago,Delivered,949.01,Hapag-Lloyd,Road,3552.40,Clear,Standard,95914.80,10,2026-02-02,2026-02-08,2026-02-10
TRK-546183,New York → Shanghai,New York,Shanghai,Delivered,1045.36,UPS,Air,1166.20,Clear,Standard,43732.50,10,2026-04-05,2026-04-08,2026-04-10
TRK-844723,Shanghai → Dubai,Shanghai,Dubai,Delivered,2259.56,Maersk,Road,4845.70,Clear,Overnight,109028.25,10,2026-03-03,2026-03-08,2026-03-10
TRK-872881,Paris → Rotterdam,Paris,Rotterdam,Delivered,919.50,UPS,Air,263.40,Clear,Overnight,3292.50,10,2026-03-25,2026-03-26,2026-03-28
TRK-183480,Dubai → Singapore,Dubai,Singapore,Delivered,1387.07,FedEx,Air,2414.60,Rain,Express,30182.50,20,2026-01-15,2026-01-16,2026-01-18
TRK-827359,London → Rotterdam,London,Rotterdam,Delivered,1416.63,DHL,Air,2657.60,Clear,Standard,132880.00,10,2026-02-18,2026-02-22,2026-02-24
TRK-653803,Melbourne → Sydney,Melbourne,Sydney,Delayed,1230.17,Hapag-Lloyd,Road,1872.20,Clear,Critical,58974.30,5,2026-04-04,2026-04-11,
TRK-823841,Rotterdam → Paris,Rotterdam,Paris,Delivered,1656.59,BlueDart,Rail,4413.80,Clear,Critical,110345.00,5,2026-02-10,2026-02-20,2026-02-22
TRK-948425,Melbourne → Sydney,Melbourne,Sydney,Delayed,479.47,Maersk,Rail,2162.00,Clear,Standard,54050.00,10,2026-01-16,2026-01-26,
TRK-534061,Chicago → Melbourne,Chicago,Melbourne,Delivered,427.71,Hapag-Lloyd,Sea,1853.80,Extreme Heat,Overnight,119570.10,60,2026-01-14,2026-02-26,2026-02-28
TRK-939090,Sydney → Singapore,Sydney,Singapore,In Transit,1988.96,DHL,Air,3963.20,Snow,Overnight,198160.00,55,2026-04-13,2026-04-17,
TRK-672189,Melbourne → Sydney,Melbourne,Sydney,Delivered,1862.49,FedEx,Road,3345.10,Clear,Express,45158.85,5,2026-04-07,2026-04-10,2026-04-10
TRK-722439,New York → Tokyo,New York,Tokyo,Delivered,75.63,Hapag-Lloyd,Sea,204.80,Clear,Standard,11366.40,10,2026-02-15,2026-03-24,2026-03-23
TRK-793704,Sydney → Paris,Sydney,Paris,Delivered,2118.17,FedEx,Air,3477.10,Clear,Critical,43463.75,5,2026-03-21,2026-03-22,2026-03-22
TRK-206048,Melbourne → Sydney,Melbourne,Sydney,Delivered,261.31,DHL,Road,666.20,Clear,Standard,8993.70,10,2026-02-02,2026-02-05,2026-02-07
TRK-559590,Shanghai → Rotterdam,Shanghai,Rotterdam,In Transit,100.41,CMA CGM,Sea,125.10,Rain,Critical,7693.65,20,2026-03-23,2026-05-03,
TRK-787586,Tokyo → Singapore,Tokyo,Singapore,Delivered,1686.20,FedEx,Air,1986.60,Rain,Overnight,99330.00,25,2026-03-18,2026-03-22,2026-03-23
TRK-295558,Rotterdam → Tokyo,Rotterdam,Tokyo,Delivered,325.95,CMA CGM,Sea,2229.10,Clear,Standard,76903.95,10,2026-03-05,2026-03-28,2026-03-29
TRK-260663,Melbourne → Berlin,Melbourne,Berlin,Delayed,1290.53,FedEx,Air,829.70,Rain,Overnight,20742.50,25,2026-04-04,2026-04-06,
TRK-753537,London → Los Angeles,London,Los Angeles,In Transit,2342.12,Hapag-Lloyd,Sea,3705.40,Clear,Critical,211207.80,5,2026-03-27,2026-05-04,
TRK-428892,Melbourne → Tokyo,Melbourne,Tokyo,Delayed,1038.53,DHL,Air,1584.90,Storm,Express,19811.25,70,2026-03-15,2026-03-16,
TRK-432469,Rotterdam → Sydney,Rotterdam,Sydney,Delivered,3286.10,DHL,Air,4398.20,Clear,Critical,109955.00,5,2026-01-27,2026-01-29,2026-01-30
TRK-503481,Berlin → Mumbai,Berlin,Mumbai,Delayed,421.35,Hapag-Lloyd,Sea,702.20,Clear,Express,30545.70,5,2026-02-16,2026-03-17,
TRK-458553,Rotterdam → Dubai,Rotterdam,Dubai,Delivered,1946.26,DHL,Air,4696.70,Clear,Express,58708.75,5,2026-01-18,2026-01-19,2026-01-21
TRK-350892,Sydney → Chicago,Sydney,Chicago,Delivered,1044.45,FedEx,Air,3487.50,Extreme Heat,Standard,87187.50,35,2026-02-26,2026-02-28,2026-02-28
TRK-954061,Melbourne → Berlin,Melbourne,Berlin,Delivered,1539.78,UPS,Air,4563.60,Rain,Standard,228180.00,25,2026-02-06,2026-02-10,2026-02-10
TRK-869899,Melbourne → Paris,Melbourne,Paris,Delivered,1904.18,Hapag-Lloyd,Sea,3152.80,Clear,Express,184438.80,5,2026-02-10,2026-03-21,2026-03-20
TRK-681962,Los Angeles → Chicago,Los Angeles,Chicago,Delivered,775.72,BlueDart,Rail,1782.10,Clear,Overnight,62373.50,10,2026-03-13,2026-03-27,2026-03-28
TRK-500894,Dubai → Tokyo,Dubai,Tokyo,Delivered,2777.45,UPS,Air,3351.10,Clear,Critical,125666.25,5,2026-01-29,2026-02-01,2026-02-03
TRK-146997,Tokyo → Berlin,Tokyo,Berlin,Delivered,800.73,Maersk,Sea,4641.10,Clear,Overnight,160117.95,10,2026-01-15,2026-02-07,2026-02-07
TRK-879806,Mumbai → Berlin,Mumbai,Berlin,Delayed,1420.07,Hapag-Lloyd,Sea,2726.40,Storm,Critical,151315.20,95,2026-01-29,2026-03-07,
TRK-287508,London → Melbourne,London,Melbourne,Delivered,1754.51,DHL,Air,4801.50,Rain,Standard,120037.50,25,2026-04-08,2026-04-10,2026-04-10
TRK-240968,Mumbai → Dubai,Mumbai,Dubai,Delivered,971.43,FedEx,Rail,4509.80,Rain,Critical,101470.50,20,2026-03-11,2026-03-20,2026-03-21
TRK-464359,Berlin → Sydney,Berlin,Sydney,Delivered,279.90,Maersk,Sea,796.00,Clear,Overnight,29850.00,10,2026-03-03,2026-03-28,2026-03-27
TRK-305566,Toronto → Tokyo,Toronto,Tokyo,Delayed,1433.26,UPS,Air,2291.00,Extreme Heat,Standard,114550.00,35,2026-01-19,2026-01-23,
TRK-686258,New York → Melbourne,New York,Melbourne,Delivered,1072.32,FedEx,Air,1214.80,Clear,Overnight,45555.00,10,2026-03-09,2026-03-12,2026-03-12
TRK-444037,Sydney → Melbourne,Sydney,Melbourne,Delayed,369.83,Maersk,Road,991.90,Clear,Critical,26781.30,5,2026-04-08,2026-04-14,
TRK-281697,London → Paris,London,Paris,Delivered,187.67,Hapag-Lloyd,Road,204.70,Clear,Standard,6448.05,10,2026-03-18,2026-03-25,2026-03-25
TRK-102776,Singapore → Paris,Singapore,Paris,Delivered,846.17,Maersk,Sea,1667.90,Clear,Overnight,77557.35,10,2026-02-25,2026-03-28,2026-03-28
TRK-561946,Los Angeles → Mumbai,Los Angeles,Mumbai,Delayed,1070.98,FedEx,Air,1612.40,Extreme Heat,Standard,80620.00,35,2026-03-29,2026-04-02,
TRK-540077,Shanghai → Paris,Shanghai,Paris,Delivered,1673.58,DHL,Air,4311.60,Clear,Overnight,215580.00,10,2026-04-06,2026-04-10,2026-04-11
TRK-947342,London → Sydney,London,Sydney,Delivered,2321.45,CMA CGM,Sea,4511.60,Clear,Critical,155650.20,5,2026-03-16,2026-04-08,2026-04-09
TRK-623416,Toronto → Mumbai,Toronto,Mumbai,Delivered,1396.34,UPS,Air,2388.50,Clear,Standard,29856.25,10,2026-01-18,2026-01-19,2026-01-18
TRK-843662,Berlin → London,Berlin,London,Delivered,554.75,FedEx,Rail,2086.90,Clear,Standard,41738.00,10,2026-02-24,2026-03-04,2026-03-04
TRK-955033,Tokyo → Melbourne,Tokyo,Melbourne,Delivered,908.39,DHL,Air,856.90,Clear,Overnight,32133.75,10,2026-01-24,2026-01-27,2026-01-28
TRK-133562,Los Angeles → Sydney,Los Angeles,Sydney,Delayed,860.55,CMA CGM,Sea,1765.40,Rain,Overnight,60906.30,25,2026-03-15,2026-04-07,
TRK-591413,Sydney → Melbourne,Sydney,Melbourne,Delivered,432.33,DHL,Road,2656.30,Rain,Standard,23906.70,25,2026-04-05,2026-04-07,2026-04-08
TRK-806219,Singapore → Rotterdam,Singapore,Rotterdam,Delayed,2175.95,UPS,Air,2499.70,Storm,Overnight,62492.50,75,2026-02-19,2026-02-21,
TRK-814872,Paris → Melbourne,Paris,Melbourne,Delayed,1394.37,FedEx,Air,1269.30,Storm,Overnight,15866.25,75,2026-03-03,2026-03-04,
TRK-740490,Chicago → Los Angeles,Chicago,Los Angeles,Delayed,693.02,DHL,Road,2405.70,Rain,Critical,75779.55,20,2026-02-24,2026-03-03,
TRK-914176,Toronto → Mumbai,Toronto,Mumbai,Delivered,1756.83,UPS,Air,4558.90,Clear,Standard,170958.75,10,2026-02-09,2026-02-12,2026-02-14
TRK-703270,Dubai → London,Dubai,London,Delivered,1332.24,DHL,Air,1830.10,Clear,Overnight,45752.50,10,2026-03-09,2026-03-11,2026-03-12
TRK-804574,Rotterdam → Mumbai,Rotterdam,Mumbai,Delivered,1048.55,FedEx,Air,1944.30,Clear,Express,48607.50,5,2026-03-02,2026-03-04,2026-03-06
TRK-542980,Berlin → Melbourne,Berlin,Melbourne,Delivered,2393.69,Hapag-Lloyd,Sea,4696.50,Clear,Express,169074.00,5,2026-01-26,2026-02-19,2026-02-20
TRK-794122,Sydney → Shanghai,Sydney,Shanghai,Delivered,2068.17,FedEx,Air,2432.70,Clear,Express,30408.75,5,2026-03-09,2026-03-10,2026-03-10
TRK-576203,Sydney → Toronto,Sydney,Toronto,Delivered,662.52,Maersk,Sea,2145.00,Clear,Standard,64350.00,10,2026-02-04,2026-02-24,2026-02-24
TRK-199244,Paris → Mumbai,Paris,Mumbai,Delivered,720.23,DHL,Air,2048.90,Clear,Standard,51222.50,10,2026-01-20,2026-01-22,2026-01-24
TRK-222410,Chicago → Sydney,Chicago,Sydney,Delivered,1294.68,DHL,Air,827.40,Rain,Express,20685.00,20,2026-01-25,2026-01-27,2026-01-26
TRK-404936,Dubai → New York,Dubai,New York,Delivered,163.19,Hapag-Lloyd,Sea,446.90,Extreme Heat,Overnight,14747.70,60,2026-03-10,2026-04-01,2026-04-01
TRK-183178,New York → Toronto,New York,Toronto,Delayed,1070.58,Hapag-Lloyd,Road,2476.60,Rain,Critical,22289.40,20,2026-01-23,2026-01-25,
TRK-671785,Melbourne → Berlin,Melbourne,Berlin,Delivered,550.49,CMA CGM,Sea,1367.40,Clear,Critical,47175.30,5,2026-03-16,2026-04-08,2026-04-09
TRK-860389,Paris → Sydney,Paris,Sydney,Delivered,2865.17,Hapag-Lloyd,Sea,4787.00,Rain,Overnight,244137.00,25,2026-02-02,2026-03-08,2026-03-09
TRK-743121,Mumbai → New York,Mumbai,New York,Delayed,1949.04,UPS,Air,3308.90,Clear,Critical,124083.75,5,2026-02-04,2026-02-07,
TRK-915374,Los Angeles → Dubai,Los Angeles,Dubai,Delivered,1227.21,Maersk,Sea,3380.50,Clear,Express,197759.25,5,2026-01-16,2026-02-24,2026-02-26
TRK-705639,Dubai → Chicago,Dubai,Chicago,Delivered,3563.73,FedEx,Air,4069.50,Clear,Express,152606.25,5,2026-02-20,2026-02-23,2026-02-23
TRK-545810,Toronto → Berlin,Toronto,Berlin,Delivered,2113.43,UPS,Air,3306.10,Rain,Express,82652.50,20,2026-03-16,2026-03-18,2026-03-20
TRK-365926,Toronto → London,Toronto,London,Delivered,279.81,Maersk,Sea,1413.70,Clear,Standard,48772.65,10,2026-02-05,2026-02-28,2026-03-01
TRK-905388,Mumbai → Melbourne,Mumbai,Melbourne,In Transit,1397.24,Maersk,Sea,2757.10,Extreme Heat,Critical,177832.95,55,2026-04-13,2026-05-26,
TRK-419521,Sydney → Melbourne,Sydney,Melbourne,In Transit,281.94,UPS,Rail,276.10,Clear,Critical,5522.00,5,2026-04-07,2026-04-15,
TRK-901058,Toronto → Rotterdam,Toronto,Rotterdam,Delayed,1241.92,DHL,Air,4044.50,Snow,Standard,101112.50,55,2026-01-23,2026-01-25,
TRK-753441,New York → Singapore,New York,Singapore,Delivered,1072.25,FedEx,Air,537.90,Clear,Critical,6723.75,5,2026-02-06,2026-02-07,2026-02-09
TRK-793401,Dubai → Toronto,Dubai,Toronto,In Transit,1940.21,Maersk,Sea,4580.70,Storm,Express,185518.35,95,2026-04-11,2026-05-08,
TRK-999505,Melbourne → Sydney,Melbourne,Sydney,Delivered,2405.73,CMA CGM,Rail,4955.60,Clear,Express,136279.00,5,2026-03-25,2026-04-05,2026-04-05
TRK-789199,New York → Melbourne,New York,Melbourne,Delayed,991.47,FedEx,Air,1404.70,Storm,Standard,17558.75,75,2026-04-10,2026-04-11,
TRK-978066,Shanghai → Paris,Shanghai,Paris,Delivered,1305.48,DHL,Air,3119.50,Rain,Critical,38993.75,20,2026-02-22,2026-02-23,2026-02-24
TRK-724401,Berlin → Dubai,Berlin,Dubai,In Transit,284.99,Hapag-Lloyd,Sea,729.00,Clear,Overnight,26244.00,10,2026-03-30,2026-04-23,
TRK-162223,Melbourne → Paris,Melbourne,Paris,Delayed,1049.30,Hapag-Lloyd,Sea,1373.20,Rain,Overnight,88571.40,25,2026-01-29,2026-03-13,
TRK-969251,Tokyo → Sydney,Tokyo,Sydney,Delivered,1154.50,Maersk,Sea,1699.60,Clear,Express,61185.60,5,2026-02-22,2026-03-18,2026-03-18
TRK-859538,Shanghai → Toronto,Shanghai,Toronto,Delayed,370.61,Hapag-Lloyd,Sea,932.20,Clear,Express,54533.70,5,2026-02-27,2026-04-07,
TRK-850646,London → Berlin,London,Berlin,Delayed,1411.57,FedEx,Air,2672.10,Extreme Heat,Critical,100203.75,30,2026-03-10,2026-03-13,
TRK-390986,New York → Los Angeles,New York,Los Angeles,Delivered,1529.16,DHL,Air,1305.40,Clear,Express,65270.00,5,2026-03-26,2026-03-30,2026-03-29
TRK-486287,Tokyo → Melbourne,Tokyo,Melbourne,In Transit,1368.87,CMA CGM,Sea,2786.00,Clear,Standard,175518.00,10,2026-03-10,2026-04-21,
TRK-473582,Toronto → Singapore,Toronto,Singapore,Delayed,4236.96,DHL,Air,4729.90,Rain,Critical,177371.25,20,2026-02-26,2026-03-01,
TRK-783081,Los Angeles → London,Los Angeles,London,Delivered,2386.62,UPS,Air,3224.00,Clear,Critical,161200.00,5,2026-03-20,2026-03-24,2026-03-23
TRK-366158,Dubai → Melbourne,Dubai,Melbourne,Delayed,1603.89,UPS,Air,1845.00,Clear,Express,69187.50,5,2026-01-17,2026-01-20,
TRK-628559,Singapore → Chicago,Singapore,Chicago,Delivered,2840.18,DHL,Air,3573.20,Clear,Express,133995.00,5,2026-01-25,2026-01-28,2026-01-29
TRK-760427,Los Angeles → Chicago,Los Angeles,Chicago,Delivered,795.32,DHL,Road,3888.90,Clear,Overnight,52500.15,10,2026-03-18,2026-03-21,2026-03-23
TRK-825745,Rotterdam → Paris,Rotterdam,Paris,Delivered,2373.42,FedEx,Air,2653.20,Clear,Express,33165.00,5,2026-02-10,2026-02-11,2026-02-13
TRK-385520,New York → Melbourne,New York,Melbourne,In Transit,1347.74,Maersk,Sea,3029.80,Rain,Critical,99983.40,20,2026-03-28,2026-04-19,
TRK-162972,Dubai → Shanghai,Dubai,Shanghai,Delivered,1733.68,DHL,Air,4305.60,Clear,Standard,161460.00,10,2026-02-26,2026-03-01,2026-03-02
TRK-780106,Chicago → Melbourne,Chicago,Melbourne,Delayed,1392.98,Hapag-Lloyd,Sea,2646.30,Storm,Express,146869.65,95,2026-01-31,2026-03-09,
TRK-900444,Tokyo → Sydney,Tokyo,Sydney,Delayed,2092.37,DHL,Air,3345.60,Rain,Standard,167280.00,25,2026-04-08,2026-04-12,
TRK-148161,Sydney → London,Sydney,London,In Transit,774.90,Hapag-Lloyd,Sea,1281.80,Clear,Express,51912.90,5,2026-03-28,2026-04-24,
TRK-957928,Berlin → London,Berlin,London,Delivered,1457.97,FedEx,Air,3947.70,Clear,Standard,98692.50,10,2026-04-11,2026-04-13,2026-04-14
TRK-489343,Singapore → Shanghai,Singapore,Shanghai,Delivered,365.53,UPS,Rail,333.90,Clear,Critical,8347.50,5,2026-03-30,2026-04-09,2026-04-08
TRK-901894,Mumbai → Berlin,Mumbai,Berlin,Delayed,1665.84,UPS,Air,4009.60,Snow,Critical,100240.00,50,2026-01-23,2026-01-25,
TRK-424054,Paris → London,Paris,London,Delivered,1894.49,DHL,Air,1926.30,Clear,Critical,72236.25,5,2026-02-28,2026-03-03,2026-03-04
TRK-145605,Shanghai → Tokyo,Shanghai,Tokyo,Delivered,2107.47,CMA CGM,Rail,4919.40,Clear,Critical,73791.00,5,2026-01-27,2026-02-02,2026-02-03
TRK-488085,Sydney → Berlin,Sydney,Berlin,Delayed,732.24,Hapag-Lloyd,Sea,1584.00,Storm,Express,92664.00,95,2026-01-14,2026-02-22,
TRK-570308,Singapore → Sydney,Singapore,Sydney,In Transit,162.99,CMA CGM,Sea,446.90,Clear,Critical,22121.55,5,2026-03-16,2026-04-18,
TRK-655751,Chicago → Shanghai,Chicago,Shanghai,Delivered,1628.07,DHL,Air,1361.80,Clear,Express,68090.00,5,2026-02-05,2026-02-09,2026-02-10
TRK-318256,Toronto → Los Angeles,Toronto,Los Angeles,Delivered,1138.06,Maersk,Road,2096.70,Clear,Standard,66046.05,10,2026-03-06,2026-03-13,2026-03-13
TRK-324807,Rotterdam → Sydney,Rotterdam,Sydney,Delivered,1535.19,UPS,Air,1552.50,Rain,Overnight,77625.00,25,2026-02-03,2026-02-07,2026-02-08
TRK-996900,New York → Chicago,New York,Chicago,Delivered,1188.01,FedEx,Air,1950.50,Clear,Express,24381.25,5,2026-02-06,2026-02-07,2026-02-06
TRK-606913,Toronto → New York,Toronto,New York,Delivered,2848.13,UPS,Air,4111.70,Clear,Express,154188.75,5,2026-02-12,2026-02-15,2026-02-14
TRK-591243,Melbourne → Sydney,Melbourne,Sydney,Delivered,2944.07,UPS,Air,4339.30,Clear,Critical,54241.25,5,2026-03-19,2026-03-20,2026-03-19
TRK-694273,Tokyo → Melbourne,Tokyo,Melbourne,In Transit,3170.04,Hapag-Lloyd,Sea,4618.40,Clear,Critical,284031.60,5,2026-03-19,2026-04-29,
TRK-911643,Melbourne → Los Angeles,Melbourne,Los Angeles,Delayed,2973.26,FedEx,Air,4762.00,Storm,Express,178575.00,70,2026-03-10,2026-03-13,
TRK-961510,Tokyo → Singapore,Tokyo,Singapore,Delivered,1536.62,UPS,Road,1850.50,Clear,Critical,41636.25,5,2026-01-14,2026-01-19,2026-01-19
TRK-442894,Los Angeles → New York,Los Angeles,New York,Delivered,1159.45,BlueDart,Rail,2894.50,Clear,Standard,94071.25,10,2026-03-16,2026-03-29,2026-03-29
TRK-718088,Rotterdam → Tokyo,Rotterdam,Tokyo,Delivered,727.33,UPS,Air,2227.50,Rain,Standard,27843.75,25,2026-04-07,2026-04-08,2026-04-09
TRK-679990,Tokyo → Sydney,Tokyo,Sydney,Delivered,1203.55,CMA CGM,Sea,3428.10,Rain,Standard,154264.50,25,2026-02-23,2026-03-25,2026-03-25
TRK-358097,Toronto → Los Angeles,Toronto,Los Angeles,Delivered,736.16,Maersk,Road,3190.80,Clear,Standard,100510.20,10,2026-02-04,2026-02-11,2026-02-13
TRK-785380,Berlin → Paris,Berlin,Paris,Delivered,1392.06,Hapag-Lloyd,Road,2031.00,Clear,Express,54837.00,5,2026-01-25,2026-01-31,2026-01-30
TRK-639161,Sydney → Melbourne,Sydney,Melbourne,Delivered,1735.85,DHL,Rail,2523.20,Clear,Express,50464.00,5,2026-03-23,2026-03-31,2026-04-01
TRK-922818,Sydney → Melbourne,Sydney,Melbourne,In Transit,1673.31,DHL,Rail,4492.50,Clear,Express,112312.50,5,2026-04-13,2026-04-23,
TRK-802097,Melbourne → Paris,Melbourne,Paris,In Transit,717.57,Maersk,Sea,3172.70,Clear,Critical,133253.40,5,2026-03-26,2026-04-23,
TRK-508269,Sydney → New York,Sydney,New York,Delivered,343.79,Hapag-Lloyd,Sea,2740.50,Clear,Standard,110990.25,10,2026-02-20,2026-03-19,2026-03-20
TRK-234969,Chicago → New York,Chicago,New York,Delivered,2363.97,FedEx,Air,3646.20,Clear,Critical,45577.50,5,2026-02-08,2026-02-09,2026-02-10
TRK-635710,Tokyo → Chicago,Tokyo,Chicago,Delivered,3937.64,FedEx,Air,4961.60,Rain,Critical,248080.00,20,2026-02-03,2026-02-07,2026-02-07
TRK-649192,Chicago → Sydney,Chicago,Sydney,In Transit,1167.82,Hapag-Lloyd,Sea,3584.60,Storm,Critical,241960.50,95,2026-03-13,2026-04-27,
TRK-735013,Dubai → Tokyo,Dubai,Tokyo,Delivered,2634.39,BlueDart,Road,4447.40,Rain,Critical,40026.60,20,2026-04-09,2026-04-11,2026-04-11
TRK-962350,Toronto → Rotterdam,Toronto,Rotterdam,Delivered,1486.53,Hapag-Lloyd,Sea,3139.00,Clear,Standard,160089.00,10,2026-01-22,2026-02-25,2026-02-27
TRK-712776,Chicago → Rotterdam,Chicago,Rotterdam,Delayed,2004.07,FedEx,Air,3642.60,Clear,Express,182130.00,5,2026-03-24,2026-03-28,
TRK-589534,Toronto → Mumbai,Toronto,Mumbai,Delivered,411.15,Maersk,Sea,604.20,Rain,Overnight,40783.50,25,2026-01-17,2026-03-03,2026-03-05
TRK-749058,Melbourne → Toronto,Melbourne,Toronto,Delivered,1116.30,FedEx,Air,846.60,Clear,Overnight,21165.00,10,2026-01-14,2026-01-16,2026-01-17
TRK-363651,Toronto → Mumbai,Toronto,Mumbai,Delivered,330.87,CMA CGM,Sea,669.80,Rain,Overnight,33155.10,25,2026-02-03,2026-03-08,2026-03-10
TRK-130685,Los Angeles → Shanghai,Los Angeles,Shanghai,Delivered,1909.13,FedEx,Air,2037.20,Rain,Express,50930.00,20,2026-03-25,2026-03-27,2026-03-27
TRK-808963,Paris → Melbourne,Paris,Melbourne,Delayed,317.13,CMA CGM,Sea,328.50,Snow,Critical,15768.00,50,2026-03-05,2026-04-06,
TRK-361982,Berlin → Dubai,Berlin,Dubai,Delivered,1537.71,UPS,Air,1103.00,Rain,Overnight,55150.00,25,2026-04-04,2026-04-08,2026-04-08
TRK-514903,Berlin → Singapore,Berlin,Singapore,Delivered,1028.62,UPS,Air,2013.10,Clear,Standard,25163.75,10,2026-02-21,2026-02-22,2026-02-24
TRK-336781,Shanghai → Dubai,Shanghai,Dubai,Delayed,440.60,Maersk,Road,706.20,Storm,Overnight,15889.50,75,2026-02-15,2026-02-20,
TRK-557361,Berlin → Rotterdam,Berlin,Rotterdam,Delivered,2712.59,BlueDart,Road,4472.80,Clear,Overnight,140893.20,10,2026-01-24,2026-01-31,2026-01-31
TRK-758226,Berlin → Shanghai,Berlin,Shanghai,Delivered,1038.48,FedEx,Air,2014.00,Clear,Standard,75525.00,10,2026-01-30,2026-02-02,2026-02-02
TRK-740947,Mumbai → Toronto,Mumbai,Toronto,Delayed,1424.81,DHL,Air,3906.90,Clear,Critical,48836.25,5,2026-02-01,2026-02-02,
TRK-537901,Toronto → Chicago,Toronto,Chicago,Delivered,1382.36,UPS,Air,2167.90,Rain,Standard,54197.50,25,2026-01-17,2026-01-19,2026-01-21
TRK-859409,Sydney → Paris,Sydney,Paris,Delivered,1949.40,UPS,Air,3401.50,Rain,Overnight,85037.50,25,2026-03-24,2026-03-26,2026-03-25
TRK-139251,Los Angeles → Dubai,Los Angeles,Dubai,Delayed,2223.32,Maersk,Sea,3016.80,Clear,Express,162907.20,5,2026-03-09,2026-04-14,
TRK-592749,Paris → Tokyo,Paris,Tokyo,Delivered,1097.54,Hapag-Lloyd,Sea,2521.60,Clear,Critical,90777.60,5,2026-03-15,2026-04-08,2026-04-08
TRK-378215,London → Rotterdam,London,Rotterdam,Delivered,1181.75,DHL,Road,2618.30,Rain,Critical,82476.45,20,2026-01-19,2026-01-26,2026-01-25
TRK-584263,Los Angeles → Chicago,Los Angeles,Chicago,Delivered,850.57,FedEx,Road,2259.60,Clear,Standard,30504.60,10,2026-02-07,2026-02-10,2026-02-12
TRK-614269,Toronto → Paris,Toronto,Paris,Delivered,761.94,Maersk,Sea,2901.80,Clear,Standard,91406.70,10,2026-01-26,2026-02-16,2026-02-15
TRK-238784,Singapore → Melbourne,Singapore,Melbourne,Delivered,1113.20,UPS,Air,2101.70,Clear,Overnight,52542.50,10,2026-02-21,2026-02-23,2026-02-25
TRK-533937,Los Angeles → Shanghai,Los Angeles,Shanghai,Delivered,539.40,Maersk,Sea,3031.00,Rain,Critical,109116.00,20,2026-02-26,2026-03-22,2026-03-21
TRK-939083,Rotterdam → Los Angeles,Rotterdam,Los Angeles,Delivered,643.20,CMA CGM,Sea,1568.40,Clear,Overnight,63520.20,10,2026-02-08,2026-03-07,2026-03-09
TRK-668278,Mumbai → Sydney,Mumbai,Sydney,Delayed,3259.73,CMA CGM,Sea,4630.70,Snow,Overnight,187543.35,55,2026-01-18,2026-02-14,
TRK-586429,Rotterdam → Los Angeles,Rotterdam,Los Angeles,Delivered,882.39,DHL,Air,676.30,Clear,Critical,8453.75,5,2026-03-23,2026-03-24,2026-03-23
TRK-965492,Rotterdam → Melbourne,Rotterdam,Melbourne,In Transit,1280.76,CMA CGM,Sea,2544.50,Clear,Critical,83968.50,5,2026-04-11,2026-05-03,
TRK-773683,Melbourne → Chicago,Melbourne,Chicago,Delayed,365.79,CMA CGM,Sea,2219.60,Clear,Standard,103211.40,10,2026-03-14,2026-04-14,
TRK-543027,Melbourne → Shanghai,Melbourne,Shanghai,Delivered,710.81,DHL,Air,428.60,Clear,Standard,5357.50,10,2026-01-24,2026-01-25,2026-01-26
TRK-420353,Melbourne → London,Melbourne,London,Delayed,4044.02,FedEx,Air,4498.10,Clear,Overnight,112452.50,10,2026-01-19,2026-01-21,
TRK-928156,Sydney → London,Sydney,London,Delivered,2186.21,UPS,Air,2527.30,Clear,Critical,63182.50,5,2026-04-01,2026-04-03,2026-04-02
TRK-702344,Los Angeles → Toronto,Los Angeles,Toronto,Delivered,1376.97,UPS,Road,2997.20,Clear,Standard,53949.60,10,2026-02-28,2026-03-04,2026-03-04
TRK-819975,Singapore → Dubai,Singapore,Dubai,In Transit,903.93,UPS,Air,386.10,Clear,Critical,9652.50,5,2026-04-13,2026-04-15,
TRK-146653,Melbourne → Sydney,Melbourne,Sydney,Delayed,1427.73,FedEx,Air,1757.90,Clear,Express,43947.50,5,2026-04-12,2026-04-14,
TRK-980624,Melbourne → Mumbai,Melbourne,Mumbai,In Transit,1449.29,Maersk,Sea,2014.60,Rain,Critical,84613.20,20,2026-04-12,2026-05-10,
TRK-581957,Paris → Los Angeles,Paris,Los Angeles,Delayed,2302.59,UPS,Air,3860.90,Snow,Overnight,96522.50,55,2026-02-02,2026-02-04,
TRK-642110,Rotterdam → Shanghai,Rotterdam,Shanghai,Delayed,745.65,Hapag-Lloyd,Sea,3863.30,Storm,Standard,133283.85,100,2026-01-22,2026-02-14,
TRK-849748,Sydney → Melbourne,Sydney,Melbourne,Delayed,1641.98,FedEx,Air,2576.40,Clear,Overnight,64410.00,10,2026-01-19,2026-01-21,
TRK-851919,Melbourne → Sydney,Melbourne,Sydney,Delivered,894.09,BlueDart,Rail,1122.10,Clear,Overnight,14026.25,10,2026-01-22,2026-01-27,2026-01-26
TRK-564749,Sydney → Dubai,Sydney,Dubai,Delivered,88.05,Maersk,Sea,156.30,Clear,Standard,9612.45,10,2026-02-12,2026-03-25,2026-03-24
